MedicationID,MedicationName,MedicationNDC,MedicationFormularyCode,Ingredients
b0cae720-4a25-56ae-a15d-c7423917e695,Metoprolol Succinate,00904632261,TOPR25,
b0cbde51-408c-50c5-9493-9c6f10df90e3,edrophonium chloride,67457019015,EDRO10I,
b0ce3533-4bc5-54d5-af85-88acd5372a69,,,,"Medication/caac8a25-e15a-55f8-a10f-bf3670847991, Medication/c1080604-edc1-5c52-88d4-69881e7e93d4"
b0ce62d3-660b-519a-a72e-cc4db4f37345,Calcium Gluconate Replacement (Critical Care and Oncology),63323031110,CALG1I,
b0cf742a-9537-54aa-aae0-449f6e220f38,,,,"Medication/256684c8-092a-5190-994a-6f119531ea9b, Medication/789f0959-688d-5ee0-a33c-58277b22fcac"
b0d14369-23f1-54cd-a60d-d8ff516bd74e,Systane Ultra Eye Drops,,,
b0d4285a-89f5-544b-bd47-e0880c1b017e,Bacitracin Ophthalmic Oint,48102000735,BACIEO,
b0d630fb-c97b-54d3-a788-84fc802e46b9, Symbicort,,,
b0dd3109-cae8-5102-b5ae-e2e21cec4880,nicotine (polacrilex),,,
b0dde339-8bef-526a-96ac-5817b128b877,Prevacid,00300154111,LANS15,
b0de81d9-4539-5587-9128-33de86962460,CefTAZidime,00173038237,CEFT6I,
b0e161ae-0d97-5a06-896b-4ec768b479f8,Meropenem Graded Challenge,55150020830,MERO1000GC,
b0e21b1f-f94e-5900-b4c8-b188eb6517d8,,,,"Medication/7e958687-c09a-5c9d-b347-83788d66c8f1, Medication/08fc791f-86c1-5811-92c7-714f5011aad5, Medication/25c8d0ce-f253-508b-b192-3cb851682c97, Medication/fcd0172a-5e87-5224-9f5f-a0ac6655f10a"
b0e5c3ed-f0a0-52bd-b270-513b6c53fe6c,,,,"Medication/0b146275-8348-5a9f-b139-a68e1d319373, Medication/b54d1d23-5c7f-5c16-b4ac-38752450c7a4"
b0e5f588-d784-5368-ae79-e963cb1028ad,Clindamycin,00009338102,CLIN300PM,
b0e6c05c-7b35-570a-8f56-7f0ec272876a,Ropinirole(Requip XL),,,
b0ea0d67-c972-5fac-ae31-f2c0052f00b3,5% Dextrose,,LEVOBASE,
b0efc444-27e1-5843-bba4-62e972e7ee97,betaxolol,,,
b0f0b6f0-1eb3-56c0-a4a0-10e3bf25a954,,,,"Medication/c51600ca-c646-5c5c-b10d-388f43e3f0fd, Medication/9a40d01a-f924-5f50-9b9e-e27f8f7dc067"
b0f65c7f-cfd3-5372-8978-37e8f95eff3d,,,,"Medication/7df69ae4-47fb-5972-a68e-05f0defcbfd6, Medication/cc6853f4-5902-5f99-8b9c-9a0c07296c29"
b0f8ed76-a643-5842-bb5a-65413b83e9c1,JanUMET,,,
b0f99811-7514-5d47-9851-e295624242f7,Superior Digestive Enzyme,,,
b0fc2142-d4ae-50a0-a400-159ba4a1d50e,Lisinopril,00904648561,LISI10,
b0fcaee9-77cd-5b0f-a132-570aaf91fb37,,,,"Medication/8662f240-5531-5db0-869b-c3e900f3abd4, Medication/c1080604-edc1-5c52-88d4-69881e7e93d4"
b0fd0b66-a4a1-5493-81ca-3b72cd411b78,Ketorolac Tromethamine,,,
b0fef8b3-edf3-5030-b3bd-246f09034bd0,Silver Sulfadiazine 1% Cream,08880950505,SILV1C,
b0ff480b-f473-5d7c-9acf-8687f63f89a7,Linzess 145mcg,00456120230,LINA290,
b104811e-fac4-532e-a3a3-ae5daf05f264,Calcium 500 + D (D3),,,
b1053bbd-66b3-503e-8cfa-bf75e78dafec,Venlafaxine XR,,,
b10558d5-3182-5129-9369-adaa0ebfc343,white petrolatum,54162060002,EUCE120C,
b10a9478-6222-565c-9eff-9f44bb4f55e6,,,,"Medication/809d229a-dcac-5553-854c-d32e63d59ba6, Medication/3b3a088a-65c9-5599-937d-c6769aec3a08"
b10c98ab-1a01-5539-9c3e-6eef4f832575,Gattex 30-Vial,,,
b10de93e-482b-5818-8b7d-fe4708f77dfb,Meloxicam 15mg,,,
b10e56ea-05e6-5d9b-b153-42f0453f3c30,Sugammadex,00006542315,SUGA500I,
b110a072-3a39-56a9-815f-5e05e02cc6c9,,,,"Medication/702b4af4-b552-5740-b35e-aca8908d61a8, Medication/b0a47f7e-f1b6-52de-adb1-adb48f14b9a5"
b111e720-0284-5dbe-851a-be4c0baa6371,Metoprolol Tartrate,51079025520,METO12.5HT,
b1187ab1-b29b-5c19-a54f-666980decee6,,,,"Medication/0b146275-8348-5a9f-b139-a68e1d319373, Medication/dc81bf0e-cd85-5a03-b553-b01fe0462877"
b11a4cb6-802c-5e1b-b602-37f63495ce69,mafenide acetate,51079062485,MAFE5,
b11a4dec-a01c-53f6-9389-4ce4f9d81cae,Hepatitis B Vaccine,58160082152,HEPV20IE,
b11afaf6-5dce-59a6-949f-0562bb7f69f1,Janumet (sitaliptin-metformin),,,
b11c0201-7915-561d-b442-4350e287ce3f,Methotrexate Sodium,63323012250,METH1I,
b11dfb5b-2eb6-5559-b754-89336c1752fc,Cepacol Sore Throat (benz-men),63824072283,CEPACOL1,
b1276840-91e6-5f61-a88a-b34b51eb71cd,Sarna Anti-Itch,54162055007,SARNL,
b127c27b-0ac0-5b97-8dde-10995ec537f3,Sevelamer,58468002101,SEVE800,
b12978ea-b851-5f97-a720-1568b9f18c84,Carafate,,,
b129c463-99d8-59e4-a469-b2be27845ce8,,,,"Medication/73957379-7049-52e2-962a-448955b71473, Medication/b0a47f7e-f1b6-52de-adb1-adb48f14b9a5"
b12d2d25-a788-5e4f-acf4-bf3317dfb177,,,,"Medication/f2faa8f2-5a10-564e-88e1-6885185b7e96, Medication/6e301f5c-6488-5003-9b33-0de7a0873fcc"
b13a58b6-82b4-5af5-8838-f27f820e3b63,Propranolol,00054372763,PROP4L,
b13c59f6-a43e-5be4-9d65-a4f5c1a4ed82,Aspirin Desensitization,00904404073,ASPIDESEN,
b13dba01-12f3-51f5-9f71-107a6aeb734b,Diclofenac Sodium Gel (Voltaren),,,
b1422036-5b69-5b3b-9a2d-a49c96f1441f,Benztropine Mesylate,68084038801,BENZ1,
b146130f-f07e-5d6e-b6d8-55122607aba1,,,,"Medication/3215f814-82f9-59f6-86b8-3bf3ebc338f2, Medication/3f0ea91b-152c-5457-830e-6a92d3113f26"
b1488434-33ff-543e-82a5-6d68ca8765b2,Viokase-8,58914011110,VIOK,
b14ce3d9-2b17-52f2-a068-9c684b55cadc,Afrin,00904571135,OXYM15,
b151c9e4-a332-5120-ac7d-998373770544,Venlafaxine,00093738001,VENL375,
b15247ed-6b81-5e7b-9e80-d517428acc38,FLUoxetine,00093610812,PROZ20L,
b1542592-5c71-5414-8c41-968b17055043,Acetic Acid 2% Otic Solution,60432074115,ACET2O,
b155609e-36a9-59b0-8e84-f82a3e19e16f,Pamidronate,61703032618,PAMI90I,
b155a4c4-6d85-5cdf-9ae3-4807a1f6f0e9,Colchicine,00143120101,COLC0.3HT,
b15662ce-81ae-5749-aa42-42256eb8cb04,GenTeal PM,58768078815,GENTEALO,
b1568dcf-9489-5556-9797-009dd01c1f42,Sildenaf,00069421030,SILD50,
b1583b02-a39f-534c-b461-7855ac34143a,dupilumab,,,
b15842b0-9985-5edb-ac55-be0a68c88c92,Novolog U-100 Insulin aspart,,,
b159fa75-2643-5066-8273-a4609b63b6c4,Furosemide,00409610202,FURO20I,
b15d2834-d0be-519a-b90e-1c6d00bf99b8,,,,"Medication/995db3ce-a447-5e25-98d4-da19e12a2e2c, Medication/aa4a0fd5-c30d-5fff-a422-fedfcf1a8358"
b15e367d-bc4e-5eb6-ae2f-a3094da44b5e,Morphine Sulfate (Concentrated Oral Soln),58177088601,MORP20/30L,
b16467a6-776e-5cbb-a8ce-38a417f7c57e,Octreotide Acetate,63323036501,OCTR50I,
b168ac78-1b36-5059-ad4b-55d5dc43b20a,Omacetaxine,63459017714,OMAC3.5I,
b1693299-6ae0-5a6e-ad0e-0b08261183ab,Torsemide,50268075415,TORS5,
b16d9044-c891-548b-a3f6-f2803e9fb727,thyroid (Nature-Throid),,,
b16ed693-7077-5349-bfda-e4a18edca996,Preservative-Free Artificial Tears,00023050601,PFAT0.4INV,
b16f6d85-ef23-5a66-bfe7-1a7df0d7c264,Gaviscon Extra Strength,00088117547,GAVITAB,
b1717312-a60c-5ca6-8865-e0fbd7e641fe,Fomepizole,00517071001,FOM1GI,
b175c268-0ee0-543a-bdeb-7c8ca14fdd09,Methadone (Oral Solution)  2 mg/1 mL,00406052710,METH50L,
b177520d-6a3b-578a-b002-3481c0b89bcd,,,,"Medication/39b100e1-22cf-5077-8953-b732a0e17f23, Medication/a8b49cf4-d348-55da-b844-ff1c2065cb85"
b178a4fb-3ee6-5d11-8bd9-5c30a01c5611,Micardis HCT,00597003928,TELM20,
b17aa85f-2bd9-5c79-aa03-5633f73a2c00,Potassium Phosphate,00409420101,KPHO150I,
b18243b2-b87d-57ee-bdc3-aaa21e114bf1,Lidocaine,00409427501,LIDO0550I,
b1849431-3a64-5423-b39a-0abb5fb23d0b,Dipivefrin HCl 0.1% ,54569430700,DIPI1ES,
b184b359-5c3b-5c93-b3ee-7728db5e4afa,oxycodone,,,
b1852e83-8516-57ea-b412-835fb9ab15d8,Ritonavir,00074663322,RITO100,
b1869312-69da-5e83-85dc-80dafe75ca9e,,,,"Medication/d3b09df8-5755-5c89-90fa-d87b0a926f5c, Medication/c1080604-edc1-5c52-88d4-69881e7e93d4, Medication/39b100e1-22cf-5077-8953-b732a0e17f23, Medication/8c0031d3-1c8c-5ad6-b04b-3e275f998e84"
b18895b3-a934-5102-8796-29736101d6a2,Votrient (pazopanib),,,
b1893e70-2ae6-5b02-8948-7ebff17aa7b3,,,,"Medication/7adfe666-d104-5d57-847a-80f6208e895a, Medication/6944dbd5-aac6-57e7-a9cd-310b143da7f5"
b18b0418-6c93-5a9f-92d7-b172f9bbf8d7,,,,"Medication/63dcae64-dc39-5de2-bef4-21364969a7f4, Medication/14d53bc2-9abc-5d4a-ae80-65141cc550cc"
b18f45e5-ec05-552b-97c8-5d1848c4713e,Iohexol 240,00407141229,OMNI250,
b1906723-05d6-514e-889f-19d3313c54eb,,,,"Medication/256684c8-092a-5190-994a-6f119531ea9b, Medication/94324bd4-a92b-596b-ae66-a105344e8e07, Medication/3c3640af-9b4d-532b-85d9-64862987adbc"
b192c592-a63f-507e-b2f4-c0f276b2aa2f,Humalog Mix 75-25,00002751101,HUMA75/25I,
b193eae2-cca1-56be-adee-c0e5bef04b6d,digoxin,00173024256,DIGO125,
b1992e74-bb86-53dc-b095-a8a5abb39fa5,Epinephrine 1:1000,00409492134,EPIS10I,
b19eadb4-cd24-5da9-8720-df3f54f12654,maal,00121176130,MAAL30L,
b1a09c2d-1cd7-555a-9ea6-05bdd4481fec,Bacitracin Ointment,54162001715,BACI15O,
b1a272e1-be16-5b87-8641-944efe471820,Cilostazol,70436005006,CILL50,
b1a5b6c9-4a14-5bf4-bae5-db29d69306cb,Tacrolimus,16729004201,,
b1a64ec6-687a-5fcc-be53-57c436406b5c,Lidocaine 0.5% Mpf,00186013701,LIDO550I,
b1a8cfcd-8d91-5d19-9e8e-ac872324d3ef,Lidocain,00409427601,LIDO120I,
b1ad9a96-a4d9-5632-a5bf-7cd333829636,,,,"Medication/5c0db770-a4b6-534d-ae71-cf1477d79784, Medication/aa4a0fd5-c30d-5fff-a422-fedfcf1a8358"
b1ae55b5-80b6-5d0b-954a-949031bd45f1,Folbalin Plus,,,
b1b1207b-8fae-50bd-8de1-1900132ba181,,,,"Medication/039ba6cb-45b0-5131-9406-6b4f534c58ce, Medication/ca651294-75f2-55aa-8dac-002cef72e04d"
b1b20720-949a-5401-9f07-638eb239bb62,Levoxyl,00074929613,,
b1b331a4-5fac-5888-9aec-cdea02c921ef,PrimiDONE,00143148401,PRIM250,
b1bd3963-d3f0-5ee8-97ea-658ecf013f45,Sodium Chloride,00517293025,NACL4I,
b1bf7202-aa63-573c-ab06-88c90f3b8b17,Isosorbide Dinitrate ER,00187019201,ISOS40ER,
b1c05940-2d9a-545a-813b-9cf898c76fdc,Alemtuzumab,00409798355,ALEM30SYR,
b1c1832a-a332-55f9-ba80-279d041422bb,magnesium hydroxide,00121043130,MOM30L,
b1c193cd-4e1d-582c-b3d3-608c2a6493af,Syringe (Sterile Water),,SW30SYR,
b1c369f7-673c-5dcb-b4fb-65f4ce745c31,Methylprednisolone,63323025803,METH125I,
b1c76ce3-2649-5f3e-8097-65871e9e6cc4,PALIperidone ER,50458055110,PALI6,
b1caa08f-5f72-5cb3-beae-2d4b92eaa060,Stimate,55566502001,,
b1cc3f6c-9d00-537d-a515-8ba82d07d611,,,,"Medication/0ebdffe0-189c-5a31-9688-9bd05dadc745, Medication/ec7ae745-de55-5819-8095-d77528dd8124, Medication/548776d1-b21e-5c30-95b5-e4523edabebd, Medication/8be4f823-e50e-558d-9c0a-8b3c22d6688c"
b1ceaefa-b31c-510f-9e3c-eea0251917b8,ipratropium bromide ,,,
b1cec760-064a-5e44-a255-a1aa8fd290a4,INV - Lenalidomide,,,
b1d016fd-af07-58f6-a54d-99b9fcdabd19,diazepam,51079028520,,
b1d0bc91-4729-5705-aa85-2502333943af,rivastigmine,00078032306,RIVA15,
b1d21d0b-4d19-5e46-99cc-338170a1e4da,LORazepam,00054353244,LORA0.5L,
b1d57d8e-8701-5261-a96c-e3b0172338a4,Triamterene-Hydrochlorothiazide (37.5/25),49999006600,DYAZ1,
b1d60961-d13d-5dfd-812b-73201ce7c6b7,Albumin 5% (12.5g / 250mL),00944049505,ALBU5250,
b1d6ce69-b8a1-5bd5-9c83-cf4b5851c49f,,,,"Medication/7be07502-9958-5971-ad90-e2b0e86a9034, Medication/466b2bc4-52d6-5642-97d8-bca7a2f655c7"
b1d9733d-c748-512c-95ad-6da915d71db1,Flucytosine,43386077001,FLUC500,
b1dd07d2-9478-579b-9a2c-23a57b94ede0,LeVETiracetam Oral Solution,00054022463,LEVE100L,
b1dfc166-ffa3-51db-acc9-c9573b661897,Xarelto,50458057910,RIVA20,
b1e277e1-02a7-54ce-a6a6-cb898872276b,Glycopyrrolate,00143968125,GLYCO4I,
b1e4667f-fac1-5c6e-957d-378d0aec21ff,,,,"Medication/42627739-182c-50b5-ae73-c49d7f05afdd, Medication/333d8fa5-c346-5bcc-aade-63b8e0282f05"
b1e7aa40-8b9d-5d23-99e4-83949013b665,Atovaquone,00173054700,ATOV750S,
b1e97279-f54c-5083-8543-d8c5a5e143ca,Sumatriptan Succinate,55111029209,SUMA50,
b1e98c19-4a25-5685-81a6-e4f3af36729b,,,,"Medication/7ab24ff8-d78f-57df-8785-c66ea95911ff, Medication/aa4a0fd5-c30d-5fff-a422-fedfcf1a8358"
b1ecec92-3e99-5fa0-8dc2-b933a9a6c791,RITUXimab,50242005306,RITU500INP,
b1ed611f-291b-59d4-84c1-2bbf62661a3f,prednisone,00054001720,PRED10,
b1f05f30-c09f-5346-afe1-e3b1655cde2c,azaCITIDine (IV),43598030562,AZAC100IV,
b1f1b584-5a40-59a9-9fd5-ff67446cbc73,Proctosol HC,,,
b1f1c207-ae94-5cfa-9391-8dc26f7204bb,Lopinavir-Ritonavir (Oral Soln),00074395646,KALE10L,
b1f5d296-7139-5f5e-aa7a-0a4b2a686c33,Calcium,,,
b1fdf12e-e3e7-5135-b1fd-5962f0130920,selenium methionine,,,
b1fec4f2-d27f-56e8-88d9-26c1f1f6b418,Clotrimazole,51672203701,CLOT1S,
b203c960-d027-52cd-82ea-407d80f035ac,*NF* Carbidopa-Levodopa (25-100),18860034201,PARC25/100,
b203e2a8-17b8-5a0c-8edb-10e67cfe750a,lysine 500mg tablets,,,
b209541e-a134-5371-a9d5-f29581be22af,Entecavir,65862084130,ENTE0.5,
b20d4a09-4395-5fd8-a75f-efd0f24e6d4e,raltegravir,00006022761,,
b211abb5-19ed-541b-a0b1-11242f08d25a,Enoxaparin Sodium,00075291501,ENOX150I,
b211f078-a10e-57c3-b682-f73affb202c2,dexamethasone,00998061505,MAXI1ES,
b215de92-8ff4-5bf4-916e-d6839d77908d,,,,"Medication/1ede7a1d-b144-5071-9026-568ade341665, Medication/e4cb1056-04e9-581c-9a83-1a15c68b7b7f"
b217e53f-6717-5fdb-9e26-2194c6c58062,,,,"Medication/944a92a6-853e-5895-872a-3d9b46bb6057, Medication/47b26420-1051-5525-8c43-2ff82cc41c7a"
b21a8481-4983-5594-9f89-c0b5753efd29,Viramune,,,
b21c39bb-51b9-576b-995e-95e807578f7d,Mycostatin,00064065001,MICO2P,
b2208e0a-0ea3-5161-ba13-091689a318bb,,,,"Medication/c4edcc56-7920-51f7-ad4a-1f4084c1fb33, Medication/5897719b-eba3-55be-b499-b5710b9ce17d, Medication/5048648c-55db-57f1-bf32-2e762677be07"
b221c31e-d3a9-51a3-9f1d-d8df74eee678,Multivitamins,00904053061,,
b223eb81-99a1-579d-bdb6-5bc29d592e07,Amoxicillin-Clavulanate Desensitization,00029609039,AUGM0.0125L,
b227d7cb-cafc-5f53-9247-61c4d851fcc0,Furosemide,00517571025,FURO100I,
b22a2266-4bf3-5795-adcc-316187df5e6e,,,,"Medication/22c430ba-0339-5542-980e-85ff710b2246, Medication/d323a54d-4316-55d9-8acc-8776e241d481"
b22d646a-f1a7-5e17-a3be-2fe297ab71d8,Prograf,,,
b2300b76-7009-55f9-95e5-a51ac5975517,,,,"Medication/b7bbfb86-004b-528b-aefd-a1fc18dbbd33, Medication/05699a47-c32a-5324-bd7a-785a245624e3"
b232276c-3a4a-56eb-8cdd-a89392a168c9,Rabies Vaccine,63851050102,RABVAC,
b2334568-e989-5f6a-89ce-cf490ba12180,,,,"Medication/7bbe914b-b492-56e8-a3c2-6a98b168cc7b, Medication/23cb4630-0587-5be4-a133-96f66b3b4242"
b2375fd8-d9e0-5a85-aeb8-101d45b09b4d,melatonin 5mg,,,
b23d567c-b944-545a-8431-57be42363b4b,Lithium Carbonat,00054002125,LITHOBID,
b2432100-6835-55cd-87e1-95dbc8928749,Zaditor (ketotifen fumarate),,,
b246b8e0-2352-54a1-912e-ceea4c9bb301,,,,"Medication/d00dc5cf-a11a-537d-bdfa-683e7ba841f9, Medication/a8b49cf4-d348-55da-b844-ff1c2065cb85"
b24842b7-b49e-51be-8786-aac7253e4716,ritonavir,,,
b24cb52e-e4cc-5bed-b214-c7d95c556ee0,Influenza Virus Vaccine,58160087546,INFV,
b24d4d46-9196-574e-99cd-2bc6bb3d6fac,,,,"Medication/c7d7170f-ab87-5920-a414-869a43fd01f9, Medication/d15e202c-9782-511d-848d-5cd130f8bcbb"
b24fa3ef-569b-53b9-b6e5-8c575990fa23,Zofran (as hydrochloride),00781523864,ONDA4ODT,
b2519350-5ce6-5c44-8858-359a16d807eb,,,,"Medication/8f539070-b4f0-52b3-a117-ee0462a9eebf, Medication/dc35641a-3941-53eb-a967-53a7df09f05b"
b251f53c-dfb9-5ecf-a1c0-71230128d560,ClomiPRAMINE,00378302501,CLOM25,
b2527624-68a2-54ec-8c93-72503284bb2d,Repatha SureClick,,,
b2555808-7bc6-5873-8f07-b3836dc6c77d,Hespan,00409724803,HESP500I,
b25657e4-4ce6-55d3-8c19-4156eb058a7c,Fleet Enema (Mineral Oil),11917007645,FLEETMO,
b257f035-deeb-5fb8-8b8b-d21e2d3a161c,Heparin Flush (1000 units/mL),63739093128,HEP10I,
b2586d33-2218-5d14-9f78-293e4175e336,Lacosamide *NF*,00131181067,LACO200I,
b2587721-d6f2-5e45-875f-3b5892cce7ad,Olanzapi,00002445485,OLAN10ODT,
b25936f2-f08a-5086-ada7-8e3f546f3420,Lubiprostone,64764024060,LUBI24,
b25a98ed-a7ee-535b-8b6e-40cec010b5ab,Aspirin (Buffered),00067014568,ASAB325,
b25d3088-e067-588f-a591-d82f92f0816b,Propafenone (Immediate Release),53489055201,PROP225,
b260f44d-5b57-5a71-9689-ef904f39c696,Levoxyl,00074929613,LEVO112,
b2641385-f4d6-5258-9e69-6704d98c1898,Formalin 1%,49452319501,FORM1,
b2643ff1-7fd8-554a-8870-b49fa1d5bb89,,,,"Medication/b11c0201-7915-561d-b442-4350e287ce3f, Medication/5f1a3289-f8bb-5f51-88d7-3a0a17dca53d"
b26539cb-85c4-5cb9-832f-cd1676023766,Nortriptyline,,,
b265b129-737f-5e40-a064-40aeb8d39394,DiCYCLOmine,54569041702,DICL10,
b266f12b-66ad-59ef-b0ff-8bf46d3b9e62,Lena25inv,59572041521,LENA25INV,
b267ed15-80d1-55e0-92f7-465611b76348,,,,"Medication/f4ac3f49-b60a-5753-86ec-bc43b3e20302, Medication/dfa3e629-cca3-5e3b-849e-81f5c920b991"
b268735a-4442-5de8-8699-a4ab5067c702,PrimiDONE,66490069010,PRIM,
b26bd4f6-ff8a-5534-9b2c-3f6a2286d3f6,lidocaine (Lidoderm),,,
b270e8ce-362d-5b79-8abf-7444061e4d31,,,,"Medication/ef27ef32-4c8c-5d7e-a0d0-7755e056000b, Medication/a8b49cf4-d348-55da-b844-ff1c2065cb85"
b276be36-b4f6-5e4d-ba56-f52b13fdfae7,1/2 NS,00338004303,NS45500,
b27889a9-c707-54c0-b2ca-ec5973fe949c,Avinza 30mg,,,
b27d3750-a3a1-5646-b916-847ce2f93b25,Morphine SR (MS Contin),00406831562,MSCO15,
b281beb0-ffa8-5973-a545-778c1263c11f,Ampicillin Sodium,00781340795,AMP500I,
b281f5fd-ba75-556c-9fe2-07e05d77b065,Provera,00009006406,MEDR25,
b2844677-32ee-57d7-b23e-a7f770676bd5,,,,"Medication/fceda12e-0392-588f-82b9-a5f82d7941e9, Medication/125f93a3-138f-5d43-b877-a261f5bec939"
b2870222-cc09-5955-8464-7b709845b281,Fluvoxamine Maleate,51079099220,FLUV50,
b28ac81b-de73-5d86-93a9-2dc4064e7d7d,venlafaxine,,,
b28b9ec6-1b45-5842-a825-abe87cb8d041,,,,"Medication/7e958687-c09a-5c9d-b347-83788d66c8f1, Medication/08fc791f-86c1-5811-92c7-714f5011aad5, Medication/d8aa78f3-69ff-51ac-b435-942db4f6b2e0"
b28d3b90-7b76-5f4f-992b-a67d08830c79,5% Dextrose,,D5W150R,
b295f451-e083-51c8-ae3f-058af68b724f,tenofovir alafenamide fumarate (Vemlidy),,,
b299f296-1fca-5a58-9966-4efe1b3a3c0b,Potassium Chloride,00574027511,MICROK10,
b29a6c6b-e827-546d-9ce0-b2bbadf2d899,,,,"Medication/8ea7a092-886f-5f3f-b530-012c7ab6109a, Medication/dc81bf0e-cd85-5a03-b553-b01fe0462877"
b29f637c-28ab-5348-8024-d95e269a5bb3,carbidopa-levodopa,51079088420,SINM25100,
b2a11a28-0e5c-54f6-aeec-12124041c55c,Allopurinol,62584098801,ALLO20S,
b2a6c867-5fad-5f72-8ff3-6dd88abd6a19,Vraylar,,,
b2a9b345-6c82-55f9-b475-542ecc6ed22f,Citrucel,,,
b2ae8e59-400c-5b5b-a185-2904683e95ee,NovoLIN N NPH U-100 Insulin,00169183411,NOVONPH100I,
b2aedd02-629f-5ea9-8f56-4cd05688d799,Modafinil,63459010101,MODA100,
b2afd061-0018-5db8-b803-2bc8a797adc7,,,,"Medication/73957379-7049-52e2-962a-448955b71473, Medication/e261412e-346b-536b-9d7a-03d626f40ea0"
b2b0787b-523a-5691-a486-15892ea6da5f,,,,"Medication/cb57e793-42a7-5b64-8cc7-a1424d2e9f3c, Medication/d0b90edb-0a79-5609-8df4-a279990e3ae6"
b2b12a4e-6274-5db0-ae76-37e528fd164e,PrevPAC,,,
b2b15860-9fb5-51f2-94ec-87d3648ec4f4,Tacr,00781210301,TACR1,
b2b2ce55-56ec-5f86-9c58-ae6da66abdcc,Epclusa (sofosbuvir/velpatasvir),,,
b2b43dbc-3af5-5b8e-b614-12b2e7ed091a,Combivent,00597001314,COMB14.7H,
b2b583b5-ec11-50e3-a719-54b03b254fab,cilost,66993000860,CILL50,
b2bef326-9ae9-57ad-85dd-ea74065858e2,NIF,67767015101,ADAL60,
b2bfa3b6-5e2c-5678-baf2-a6cb5a7ef09a,Albuterol ,00173068224,ALBU17H,
b2bfef1e-6b5b-5390-a1ab-45a42ca9d34d,Heparin Flush CRRT (5000 Units/mL),63323026201,HEPA5I,
b2c751f4-e304-5e6d-95fb-e12dee5dfdc4,Sulfacetamide 10% Ophth Soln.,11980001105,BLEP10ES,
b2cc8a21-9d39-5a16-b2da-29c430da332c,Vancomycin Desensitization,63323031461,VANC.125L,
b2ccc3ea-010b-51ae-b330-ce182a67125e,hyo,58177025504,LEVS125,
b2ce39c3-d4b2-5633-85cc-09848e30d934,psyllium,,,
b2cfc3ed-5b3f-5e9b-8c59-5492c4f3d430,acetylcysteine,00409330803,MUCOM20,
b2d7bb48-4e39-5ccd-a757-d4e27855ded4,Metoprolol Tartrate,55390034810,METO5I,
b2d8f6c7-3fe9-52b2-bd4c-269ab28b1cbf,Titralac,,,
b2dadfed-8c8b-596e-be15-eaac323ed4ed,nitrofur,54569018100,NITR50,
b2de2832-61e5-5c54-9167-88b677a0f88a,Steglatro,,,
b2df345c-eb75-5b3c-8419-7622cd8d619b,SW,,MAGGBASE,
b2e07304-b8e9-57cb-b6a6-ad395299a64c,Aquaphor Ointment,54162050001,AQUA400O,
b2e104ca-0fb9-5e6c-95ac-b10849a2c4bb,CloniDINE,66479052101,CLON5I,
b2e3f561-f317-5e38-8532-25b28bba435a,Decitabine,16729022405,DECI50I,
b2e60ce9-7fa3-562e-92cf-fdcb628e23c8,predniSONE Intensol,00054372144,PRED5L,
b2ea266c-1b19-5c21-9ffb-f4dd4312c21c,,,,"Medication/dd987e29-9cf9-55fb-8e67-94d74a3b8de3, Medication/e4cb1056-04e9-581c-9a83-1a15c68b7b7f"
b2ed7ba2-83e4-5731-958f-dd10b6d36ba8,Isosorbide Dinitrate,00143177201,ISOS20,
b2f33a3b-777e-57b1-9d36-bc4ce38fc6bd,Enoxaparin,00548560500,ENOX100I,
b2f67db5-180a-5d49-a636-488ab3b59126,,,,"Medication/3e015c79-19ec-5bdd-ad8d-fc0718cbe702, Medication/dc81bf0e-cd85-5a03-b553-b01fe0462877"
b2fa6b60-bf49-5cec-a5d2-07bad77bc5ec,Xenazine,,,
b3039913-80e2-54b6-a01f-79bf767db285,Erlotinib (Tarceva),,,
b3051aa6-81f5-5449-86ef-22ee97d3a69c,CeleBREX 200mg,,,
b30cf0a0-71c8-5bef-90de-dfc7df810981,Heparin (Hemodialysis),63739093128,HEP10I,
b30f3cfd-531e-55ad-a683-24fe179173bd,Isoproterenol,00409141005,ISOP1I,
b310399d-33ce-54c1-ac8b-f79ad939a418,Calcium Replacement (Oncology),63323031110,CALG1I,
b3109588-d672-598b-a27e-ab17ba10a9c7,,,,"Medication/d507d0ae-12e8-5966-985f-375578fd18b6, Medication/dfab4497-579c-59bc-ac5e-f1dcf26b79d1"
b313fd55-cbb9-50e0-9fdf-6d98dede913f,RESTASIS,,,
b315a582-7ec8-550e-b37c-edc4210b6b1f,,,,"Medication/a617257f-4cc5-5e12-8d9b-f2574684e852, Medication/125f93a3-138f-5d43-b877-a261f5bec939"
b3176145-8e2d-54dc-b615-3ab995686947,Lisinopril,00172376010,LISI20,
b31aa514-8aa4-5f54-bf5f-55d805b8058e,Midazolam Intradermal,00409230801,MIDA5ID,
b31bbe7b-c680-563a-bfe7-b997c6b8ad9e,indomethacin,42211010243,INDO50R,
b320c0e6-9cd6-5ccf-b7e2-65d55ae5c132,Levobunolol,,,
b323598d-0e3a-5e40-a706-a0f6054dfa83,,,,"Medication/64883b29-5d7a-50af-8e2e-ee3c6dcefe8f, Medication/d323a54d-4316-55d9-8acc-8776e241d481, Medication/9e97ee65-5432-5a3e-a901-2a9d45480888"
